1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
04D01T,ASSAULT|CPR,AL2D,1E+1M+1EMSO,"ASSAULT, ARREST, STUN GUN","ASLT W/ CPR, ALS2",[PD],2,1,,,1,,1,,,,,,,,,,,,,,,
04D02,ASSAULT|ALS2,AL2D,1E+1M+1EMSO,"ASSAULT, UNCONSCIOUS","ASLT, ALS2",[PD],2,1,,,1,,1,,,,,,,,,,,,,,,
04D02A,ASSAULT|ALS2,AL2D,1E+1M+1EMSO,"ASSAULT, UNCONSCIOUS, ASSAULT","ASLT, ALS2",[PD],2,1,,,1,,1,,,,,,,,,,,,,,,
04D02S,ASSAULT|ALS2,AL2D,1E+1M+1EMSO,"ASSAULT, UNCONSCIOUS, SEXUAL ASSAULT","ASLT, ALS2",[PD],2,1,,,1,,1,,,,,,,,,,,,,,,
04D02T,ASSAULT|ALS2,AL2D,1E+1M+1EMSO,"ASSAULT, UNCONSCIOUS, STUN GUN","ASLT, ALS2",[PD],2,1,,,1,,1,,,,,,,,,,,,,,,
04D03,ASSAULT|ALS1,AL1D,1E+1M+1EMSO,"ASSAULT, NOT ALERT","ASLT, ALS1",[PD],5,1,,,1,,1,,,,,,,,,,,,,,,
04D03A,ASSAULT|ALS1,AL1D,1E+1M+1EMSO,"ASSAULT, NOT ALERT, ASSAULT","ASLT, ALS1",[PD],5,1,,,1,,1,,,,,,,,,,,,,,,
04D03S,ASSAULT|ALS1,AL1D,1E+1M+1EMSO,"ASSAULT, NOT ALERT, SEXUAL ASSAULT","ASLT, ALS1",[PD],5,1,,,1,,1,,,,,,,,,,,,,,,
04D03T,ASSAULT|ALS1,AL1D,1E+1M+1EMSO,"ASSAULT, NOT ALERT, STUN GUN","ASLT, ALS1",[PD],5,1,,,1,,1,,,,,,,,,,,,,,,
04D04,ASSAULT|ALS1,AL1D,1E+1M+1EMSO,"ASSAULT, CHEST/NECK/HEAD INJ (W/ DIFF BREATHING)","ASLT, ALS1",[PD],5,1,,,1,,1,,,,,,,,,,,,,,,
04D04A,ASSAULT|ALS1,AL1D,1E+1M+1EMSO,"ASSAULT, CHEST/NECK/HEAD INJ (W/ DIFF BREATHING), ASSAULT","ASLT, ALS1",[PD],5,1,,,1,,1,,,,,,,,,,,,,,,
04D04S,ASSAULT|ALS1,AL1D,1E+1M+1EMSO,"ASSAULT, CHEST/NECK/HEAD INJ (W/ DIFF BREATHING), SEXUAL ASSAULT","ASLT, ALS1",[PD],5,1,,,1,,1,,,,,,,,,,,,,,,
04D04T,ASSAULT|ALS1,AL1D,1E+1M+1EMSO,"ASSAULT, CHEST/NECK/HEAD INJ (W/ DIFF BREATHING), STUN GUN","ASLT, ALS1",[PD],5,1,,,1,,1,,,,,,,,,,,,,,,
04D05,ASSAULT|MULT,MLTP,2E+1M+1A,"ASSAULT, MULT VICTIMS",ASLT W/ MULT PTS,[PD],2,2,,,1,1,,,,,,,,,,,,,,,,
04D05A,ASSAULT|MULT,MLTP,2E+1M+1A,"ASSAULT, MULT VICTIMS, ASSAULT",ASLT W/ MULT PTS,[PD],2,2,,,1,1,,,,,,,,,,,,,,,,
04D05S,ASSAULT|MULT,MLTP,2E+1M+1A,"ASSAULT, MULT VICTIMS, SEXUAL ASSAULT",ASLT W/ MULT PTS,[PD],2,2,,,1,1,,,,,,,,,,,,,,,,
04D05T,ASSAULT|MULT,MLTP,2E+1M+1A,"ASSAULT, MULT VICTIMS, STUN GUN",ASLT W/ MULT PTS,[PD],2,2,,,1,1,,,,,,,,,,,,,,,,
05A01,BACKPAIN|ROUTINE,BLSR,1A,"BACK PAIN, NON-TRAUMATIC BACK PAIN","BACK PAIN, ROUTINE",,8,,,,,1,,,,,,,,,,,,,,,,
05A02,BACKPAIN|ROUTINE,BLSR,1A,"BACK PAIN, NON-RECENT (>=6HRS) TRAUMATIC BACK PAIN (W/O PRIORITY SYMPTOMS)","BACK PAIN, ROUTINE",,8,,,,,1,,,,,,,,,,,,,,,,
05C00,BACKPAIN|ALS1,ALS1,1E+1M,"BACK PAIN, ALS OVERRIDE (CHARLIE)","BACK PAIN, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
05C01,BACKPAIN|ALS1,ALS1,1E+1M,"BACK PAIN, SUSPECTED AORTIC ANEURYSM (TEARING/RIPPING PAIN) (>=50)","BACK PAIN, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
05C02,BACKPAIN|ALS1,ALS1,1E+1M,"BACK PAIN, DIAGNOSED AORTIC ANEURYSM","BACK PAIN, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
05C03,BACKPAIN|ALS1,ALS1,1E+1M,"BACK PAIN, FAINTING OR NEAR FAINTING (>=50)","BACK PAIN, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
05C04,BACKPAIN|ALS1,ALS1,1E+1M,"BACK PAIN, DIFF BREATHING","BACK PAIN, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
05D00,BACKPAIN|ALS1,ALS1,1E+1M,"BACK PAIN, ALS OVERRIDE (DELTA)","BACK PAIN, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
05D01,BACKPAIN|ALS1,ALS1,1E+1M,"BACK PAIN, NOT ALERT","BACK PAIN, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
05D02,BACKPAIN|ALS1,ALS1,1E+1M,"BACK PAIN, ASHEN OR GRAY COLOR RPTD (>=50)","BACK PAIN, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06C01,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, ABNORMAL BREATHING","TROUBLE BREATHING, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
06C01A,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, ABNORMAL BREATHING, ASTHMA","TROUBLE BREATHING, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
06C01E,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, ABNORMAL BREATHING, COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
06C01O,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, ABNORMAL BREATHING, OTHER LUNG PROBLEMS","TROUBLE BREATHING, ALS1",,6,1,,,1,,,,,,,,,,,,,,,,,
06C02,TROUBLEBREATHING|BLS,BLSU9,1A,"BREATHING PROBLEMS, TRACHEOSTOMY (NO OBVIOUS DISTRESS)","TROUBLE BREATHING, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
06C02A,TROUBLEBREATHING|BLS,BLSU9,1A,"BREATHING PROBLEMS, TRACHEOSTOMY (NO OBVIOUS DISTRESS), ASTHMA","TROUBLE BREATHING, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
06C02E,TROUBLEBREATHING|BLS,BLSU9,1A,"BREATHING PROBLEMS, TRACHEOSTOMY (NO OBVIOUS DISTRESS), COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
06C02O,TROUBLEBREATHING|BLS,BLSU9,1A,"BREATHING PROBLEMS, TRACHEOSTOMY (NO OBVIOUS DISTRESS), OTHER LUNG PROBLEMS","TROUBLE BREATHING, BLS",,6,,,,,1,,,,,,,,,,,,,,,,
06D00,TROUBLEBREATHING|ALS2,ALS2,1E+1M+1EMSO,"BREATHING PROBLEMS, ALS OVERRIDE (DELTA)","TROUBLE BREATHING, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06D00A,TROUBLEBREATHING|ALS2,ALS2,1E+1M+1EMSO,"BREATHING PROBLEMS, ALS OVERRIDE (DELTA), ASTHMA","TROUBLE BREATHING, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06D00E,TROUBLEBREATHING|ALS2,ALS2,1E+1M+1EMSO,"BREATHING PROBLEMS, ALS OVERRIDE (DELTA), COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06D00O,TROUBLEBREATHING|ALS2,ALS2,1E+1M+1EMSO,"BREATHING PROBLEMS, ALS OVERRIDE (DELTA), OTHER LUNG PROBLEMS","TROUBLE BREATHING, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06D01,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, NOT ALERT","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D01A,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, NOT ALERT, ASTHMA","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D01E,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, NOT ALERT, COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D01O,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, NOT ALERT, OTHER LUNG PROBLEMS","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D02,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, DIFF SPEAKING BETWEEN BREATHS","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D02A,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, DIFF SPEAKING BETWEEN BREATHS, ASTHMA","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D02E,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, DIFF SPEAKING BETWEEN BREATHS, COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D02O,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, DIFF SPEAKING BETWEEN BREATHS, OTHER LUNG PROBLEMS","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D03,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, CHANGING COLOR","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D03A,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, CHANGING COLOR, ASTHMA","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D03E,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, CHANGING COLOR, COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D03O,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, CHANGING COLOR, OTHER LUNG PROBLEMS","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D04,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, CLAMMY OR COLD SWEATS","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D04A,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, CLAMMY OR COLD SWEATS, ASTHMA","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D04E,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, CLAMMY OR COLD SWEATS, COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D04O,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, CLAMMY OR COLD SWEATS, OTHER LUNG PROBLEMS","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D05,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, TRACHEOSTOMY (OBVIOUS DISTRESS)","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D05A,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, TRACHEOSTOMY (OBVIOUS DISTRESS), ASTHMA","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D05E,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, TRACHEOSTOMY (OBVIOUS DISTRESS), COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06D05O,TROUBLEBREATHING|ALS1,ALS1,1E+1M,"BREATHING PROBLEMS, TRACHEOSTOMY (OBVIOUS DISTRESS), OTHER LUNG PROBLEMS","TROUBLE BREATHING, ALS1",,5,1,,,1,,,,,,,,,,,,,,,,,
06E00,TROUBLEBREATHING|CPR,AL2D,1E+1M+1EMSO,"BREATHING PROBLEMS, ALS OVERRIDE (ECHO)","TROUBLE BREATHING W/ CPR, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06E00A,TROUBLEBREATHING|CPR,AL2D,1E+1M+1EMSO,"BREATHING PROBLEMS, ALS OVERRIDE (ECHO), ASTHMA","TROUBLE BREATHING W/ CPR, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06E00E,TROUBLEBREATHING|CPR,AL2D,1E+1M+1EMSO,"BREATHING PROBLEMS, ALS OVERRIDE (ECHO), COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING W/ CPR, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06E00O,TROUBLEBREATHING|CPR,AL2D,1E+1M+1EMSO,"BREATHING PROBLEMS, ALS OVERRIDE (ECHO), OTHER LUNG PROBLEMS","TROUBLE BREATHING W/ CPR, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06E01,TROUBLEBREATHING|CPR,AL2D,1E+1M+1EMSO,"BREATHING PROBLEMS, INEFFECTIVE BREATHING","TROUBLE BREATHING W/ CPR, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06E01A,TROUBLEBREATHING|CPR,AL2D,1E+1M+1EMSO,"BREATHING PROBLEMS, INEFFECTIVE BREATHING, ASTHMA","TROUBLE BREATHING W/ CPR, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06E01E,TROUBLEBREATHING|CPR,AL2D,1E+1M+1EMSO,"BREATHING PROBLEMS, INEFFECTIVE BREATHING, COPD (EMPHYSEMA/CHRONIC BRONCHITIS)","TROUBLE BREATHING W/ CPR, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
06E01O,TROUBLEBREATHING|CPR,AL2D,1E+1M+1EMSO,"BREATHING PROBLEMS, INEFFECTIVE BREATHING, OTHER LUNG PROBLEMS","TROUBLE BREATHING W/ CPR, ALS2",,2,1,,,1,,1,,,,,,,,,,,,,,,
07A01,BURN|BLS,BLSU9,1A,"BURNS (SCALDS)/EXPLOSION (BLAST), BURNS <18% BODY AREA","BURN, BLS",,8,,,,,1,,,,,,,,,,,,,,,,
07A01E,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BURNS <18% BODY AREA, EXPLOSION","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A01F,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BURNS <18% BODY AREA, FIRE PRESENT","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A01W,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BURNS <18% BODY AREA, FIREWORKS","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A02,ALARM|FIRE,FDALS1,1E+1T,"BURNS (SCALDS)/EXPLOSION (BLAST), FIRE ALARM (UNKN SITUATION)",FIRE ALM,,5,1,1,,,,,,,,,,,,,,,,,,,
07A02E,ALARM|FIRE,FDALS1,1E+1T,"BURNS (SCALDS)/EXPLOSION (BLAST), FIRE ALARM (UNKN SITUATION), EXPLOSION",FIRE ALM,,5,1,1,,,,,,,,,,,,,,,,,,,
07A02F,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), FIRE ALARM (UNKN SITUATION), FIRE PRESENT","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A02W,ALARM|FIRE,FDALS1,1E+1T,"BURNS (SCALDS)/EXPLOSION (BLAST), FIRE ALARM (UNKN SITUATION), FIREWORKS",FIRE ALM,,5,1,1,,,,,,,,,,,,,,,,,,,
07A03,BURN|ROUTINE,BLSU9,1A,"BURNS (SCALDS)/EXPLOSION (BLAST), MINOR BURNS","BURN, ROUTINE",,8,,,,,1,,,,,,,,,,,,,,,,
07A03E,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), MINOR BURNS, EXPLOSION","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A03F,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), MINOR BURNS, FIRE PRESENT","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A03W,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), MINOR BURNS, FIREWORKS","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A04,BURN|ROUTINE,BLSU9,1A,"BURNS (SCALDS)/EXPLOSION (BLAST), SUNBURN","BURN, ROUTINE",,8,,,,,1,,,,,,,,,,,,,,,,
07A04E,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), SUNBURN, EXPLOSION","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A04F,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), SUNBURN, FIRE PRESENT","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A04W,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), SUNBURN, FIREWORKS","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A05,BURN|ROUTINE,BLSU9,1A,"BURNS (SCALDS)/EXPLOSION (BLAST), NON-RECENT (>=6HRS) BURNS/INJS (W/O PRIORITY SYMPTOMS)","BURN, ROUTINE",,8,,,,,1,,,,,,,,,,,,,,,,
07A05E,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), NON-RECENT (>=6HRS) BURNS/INJS (W/O PRIORITY SYMPTOMS), EXPLOSION","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A05F,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), NON-RECENT (>=6HRS) BURNS/INJS (W/O PRIORITY SYMPTOMS), FIRE PRESENT","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07A05W,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), NON-RECENT (>=6HRS) BURNS/INJS (W/O PRIORITY SYMPTOMS), FIREWORKS","BURN W/ FMO RESP, BLS",[FMO],8,1,,,1,,,,,,,,,,,,,,,,,1
07B00,BURN|BLS,BLSU9,1A,"BURNS (SCALDS)/EXPLOSION (BLAST), BLS OVERRIDE (BRAVO)","BURN, BLS",,7,,,,,1,,,,,,,,,,,,,,,,
07B00E,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BLS OVERRIDE (BRAVO), EXPLOSION","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B00F,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BLS OVERRIDE (BRAVO), FIRE PRESENT","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B00W,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BLS OVERRIDE (BRAVO), FIREWORKS","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B01,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BLAST INJS (W/O PRIORITY SYMPTOMS)","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B01E,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BLAST INJS (W/O PRIORITY SYMPTOMS), EXPLOSION","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B01F,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BLAST INJS (W/O PRIORITY SYMPTOMS), FIRE PRESENT","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B01W,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BLAST INJS (W/O PRIORITY SYMPTOMS), FIREWORKS","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B02,BURN|BLS,BLSU9,1A,"BURNS (SCALDS)/EXPLOSION (BLAST), UNKN STATUS/OTHER CODES NOT APPLICABLE","BURN, BLS",,7,,,,,1,,,,,,,,,,,,,,,,
07B02E,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), UNKN STATUS/OTHER CODES NOT APPLICABLE, EXPLOSION","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B02F,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), UNKN STATUS/OTHER CODES NOT APPLICABLE, FIRE PRESENT","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07B02W,BURN|FMO|BLS,FCFMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), UNKN STATUS/OTHER CODES NOT APPLICABLE, FIREWORKS","BURN W/ FMO RESP, BLS",[FMO],7,1,,,1,,,,,,,,,,,,,,,,,1
07C00,BURN|FMO|ALS1,FALS1FMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), ALS OVERRIDE (CHARLIE)","BURN W/ FMO RESP, ALS1",[FMO],6,1,,,1,,,,,,,,,,,,,,,,,1
07C00E,FIRE|BLDG|HM,FJH,3E+1T+1R+1M+2HM+1CH,"BURNS (SCALDS)/EXPLOSION (BLAST), ALS OVERRIDE (CHARLIE), EXPLOSION",BLDG FIRE W/ HAZMAT,[DSO],0,3,1,1,1,,,,,,,,,,2,,,,,,1,
07C00F,FIRE|BLDG|TRAP,FJT,3E+1T+1R+2M+1CH,"BURNS (SCALDS)/EXPLOSION (BLAST), ALS OVERRIDE (CHARLIE), FIRE PRESENT",BLDG FIRE W/ ENTRAPMENT,,0,3,1,1,2,,,,,,,,,,,,,,,,1,
07C00W,FIRE|BLDG|HM,FJH,3E+1T+1R+1M+2HM+1CH,"BURNS (SCALDS)/EXPLOSION (BLAST), ALS OVERRIDE (CHARLIE), FIREWORKS",BLDG FIRE W/ HAZMAT,[DSO],0,3,1,1,1,,,,,,,,,,2,,,,,,1,
07C01,FIRE|BLDG|TRAP,FJT,3E+1T+1R+2M+1CH,"BURNS (SCALDS)/EXPLOSION (BLAST), FIRE W/ PERSONS RPTD INSIDE",BLDG FIRE W/ ENTRAPMENT,,0,3,1,1,2,,,,,,,,,,,,,,,,1,
07C01E,FIRE|BLDG|HM,FJH,3E+1T+1R+1M+2HM+1CH,"BURNS (SCALDS)/EXPLOSION (BLAST), FIRE W/ PERSONS RPTD INSIDE, EXPLOSION",BLDG FIRE W/ HAZMAT,[DSO],0,3,1,1,1,,,,,,,,,,2,,,,,,1,
07C01F,FIRE|BLDG|TRAP,FJT,3E+1T+1R+2M+1CH,"BURNS (SCALDS)/EXPLOSION (BLAST), FIRE W/ PERSONS RPTD INSIDE, FIRE PRESENT",BLDG FIRE W/ ENTRAPMENT,,0,3,1,1,2,,,,,,,,,,,,,,,,1,
07C01W,FIRE|BLDG|HM,FJH,3E+1T+1R+1M+2HM+1CH,"BURNS (SCALDS)/EXPLOSION (BLAST), FIRE W/ PERSONS RPTD INSIDE, FIREWORKS",BLDG FIRE W/ HAZMAT,[DSO],0,3,1,1,1,,,,,,,,,,2,,,,,,1,
07C02,BURN|FMO|ALS1,FALS1FMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), DIFF BREATHING","BURN W/ FMO RESP, ALS1",[FMO],6,1,,,1,,,,,,,,,,,,,,,,,1
07C02E,BURN|FMO|ALS1,FALS1FMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), DIFF BREATHING, EXPLOSION","BURN W/ FMO RESP, ALS1",[FMO],6,1,,,1,,,,,,,,,,,,,,,,,1
07C02F,BURNFD|ALS1,FDALS1,1E+1T+1M,"BURNS (SCALDS)/EXPLOSION (BLAST), DIFF BREATHING, FIRE PRESENT","BURN, ALS1",,6,1,1,,1,,,,,,,,,,,,,,,,,
07C02W,BURN|FMO|ALS1,FALS1FMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), DIFF BREATHING, FIREWORKS","BURN W/ FMO RESP, ALS1",[FMO],6,1,,,1,,,,,,,,,,,,,,,,,1
07C03,BURN|FMO|ALS1,FALS1FMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BURNS >=18% BODY AREA","BURN W/ FMO RESP, ALS1",[FMO],6,1,,,1,,,,,,,,,,,,,,,,,1
07C03E,BURN|FMO|ALS1,FALS1FMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BURNS >=18% BODY AREA, EXPLOSION","BURN W/ FMO RESP, ALS1",[FMO],6,1,,,1,,,,,,,,,,,,,,,,,1
07C03F,BURNFD|ALS1,FDALS1,1E+1T+1M,"BURNS (SCALDS)/EXPLOSION (BLAST), BURNS >=18% BODY AREA, FIRE PRESENT","BURN, ALS1",,6,1,1,,1,,,,,,,,,,,,,,,,,
07C03W,BURN|FMO|ALS1,FALS1FMO,1E+1M+1FMO,"BURNS (SCALDS)/EXPLOSION (BLAST), BURNS >=18% BODY AREA, FIREWORKS","BURN W/ FMO RESP, ALS1",[FMO],6,1,,,1,,,,,,,,,,,,,,,,,1
